,order_id,final_status,reassigned,manual_assingment,orphan,cancelled_reassignment,Any_problem
452,81950470,DeliveredStatus,False,False,False,False,False
453,81955240,DeliveredStatus,False,False,False,False,False
454,82133100,DeliveredStatus,False,False,False,False,False
455,81992705,DeliveredStatus,False,False,False,False,False
456,82075358,DeliveredStatus,False,False,False,False,False
457,82050133,DeliveredStatus,False,False,False,False,False
458,82097559,DeliveredStatus,False,False,True,False,True
459,82094541,DeliveredStatus,False,False,False,False,False
460,82070770,DeliveredStatus,False,False,False,False,False
461,82119891,CanceledStatus,,,,,
462,81950442,CanceledStatus,,,,,
463,81956967,CanceledStatus,,,,,
464,82120941,CanceledStatus,,,,,
465,81952359,CanceledStatus,,,,,
466,82101496,DeliveredStatus,False,False,False,False,False
467,82140135,DeliveredStatus,False,False,False,False,False
468,82068054,DeliveredStatus,False,False,False,False,False
469,82107177,DeliveredStatus,False,False,False,False,False
470,81932265,DeliveredStatus,False,False,False,False,False
471,81962669,DeliveredStatus,False,False,False,False,False
472,82098524,DeliveredStatus,False,False,False,False,False
473,82134634,DeliveredStatus,False,False,False,False,False
474,81951226,DeliveredStatus,False,False,False,False,False
475,81909295,DeliveredStatus,False,False,False,False,False
476,81966550,DeliveredStatus,False,False,False,False,False
477,82080078,DeliveredStatus,False,False,False,False,False
478,82135376,DeliveredStatus,False,False,False,False,False
479,81974541,DeliveredStatus,False,False,False,False,False
480,82087848,DeliveredStatus,False,False,False,False,False
481,82102103,DeliveredStatus,False,False,False,False,False
482,82080388,DeliveredStatus,False,False,False,False,False
483,81846132,DeliveredStatus,False,False,False,False,False
484,82097994,DeliveredStatus,False,False,False,False,False
485,81919879,DeliveredStatus,False,False,False,False,False
486,81942344,DeliveredStatus,False,False,False,False,False
487,82139363,DeliveredStatus,False,False,False,False,False
488,81929697,DeliveredStatus,False,False,False,False,False
489,81930761,DeliveredStatus,False,False,False,False,False
490,81966263,DeliveredStatus,False,False,False,False,False
491,81997802,DeliveredStatus,False,False,False,False,False
492,82117838,DeliveredStatus,False,False,False,False,False
493,81853876,DeliveredStatus,False,False,True,False,True
494,82128305,DeliveredStatus,False,False,False,False,False
495,81971618,DeliveredStatus,False,False,False,False,False
496,82078216,DeliveredStatus,False,False,False,False,False
497,82093048,DeliveredStatus,False,False,False,False,False
498,82069696,DeliveredStatus,False,False,False,False,False
499,81952698,DeliveredStatus,False,False,False,False,False
500,81915216,DeliveredStatus,False,False,False,False,False
501,82104045,DeliveredStatus,False,False,False,False,False
502,82131462,CanceledStatus,,,,,
